id	title	description	link	image_link	availability	price	sale_price	brand	gtin	mpn	condition	google_product_category	product_type	identifier_exists
KIT00923	100 VBHT 8,0 x 220 + 1emb TX40	Vis Tirefond VBHT – Tête Hexagonale Zinguée – TX40 | Fixation Bois & Acier-Bois La vis tirefond VBHT est conçue pour offrir une fixation solide, durable et ultra-performante dans tous les assemblages bois et acier-bois. Grâce à sa tête hexagonale et son filetage de haute précision, elle assure un serrage puissant et un vissage rapide sans pré-perçage, même dans les bois durs. Sa pointe de fraisage et son double filet permettent une pénétration fluide, réduisant l’effort lors du vissage. Le revêtement de cire appliqué en fabrication garantit un couple réduit, une pose plus rapide et un confort d’utilisation optimal. Idéale pour les charpentes, ossatures bois, la vis VBHT est la solution parfaite pour un assemblage professionnel et durable. • Tête hexagonale pour un serrage optimal avec empreinte Torx • Double filet pour un vissage rapide • Pointe de fraisage = pénétration facile • Revêtement de cire = effort réduit • Idéale pour assemblages bois et acier-bois • Convient pour charpente, ossature, terrasse, menuiserie, construction bois • Diamètre : 8 mm • Longueur : 40 à 300 mm • Matière : Acier au carbone zingué • Empreinte : TX40 • Supports : Bois	https://www.vis-a-bois.com/produit/kit00923	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d509aa7b-7716-430c-be73-e8610c5669d5-Vis-VBHT.jpg	in_stock	126.00 EUR		Vis-à-Bois		KIT00923	new	1732	Gros volume	TRUE
KIT00924	100 VBHT 8,0 x 240 + 1 emb TX40	Vis Tirefond VBHT – Tête Hexagonale Zinguée – TX40 | Fixation Bois & Acier-Bois La vis tirefond VBHT est conçue pour offrir une fixation solide, durable et ultra-performante dans tous les assemblages bois et acier-bois. Grâce à sa tête hexagonale et son filetage de haute précision, elle assure un serrage puissant et un vissage rapide sans pré-perçage, même dans les bois durs. Sa pointe de fraisage et son double filet permettent une pénétration fluide, réduisant l’effort lors du vissage. Le revêtement de cire appliqué en fabrication garantit un couple réduit, une pose plus rapide et un confort d’utilisation optimal. Idéale pour les charpentes, ossatures bois, la vis VBHT est la solution parfaite pour un assemblage professionnel et durable. • Tête hexagonale pour un serrage optimal avec empreinte Torx • Double filet pour un vissage rapide • Pointe de fraisage = pénétration facile • Revêtement de cire = effort réduit • Idéale pour assemblages bois et acier-bois • Convient pour charpente, ossature, terrasse, menuiserie, construction bois • Diamètre : 8 mm • Longueur : 40 à 300 mm • Matière : Acier au carbone zingué • Empreinte : TX40 • Supports : Bois	https://www.vis-a-bois.com/produit/kit00924	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d509aa7b-7716-430c-be73-e8610c5669d5-Vis-VBHT.jpg	in_stock	126.00 EUR		Vis-à-Bois		KIT00924	new	1732	Gros volume	TRUE
KIT00927	1000 QS 5,0x60 inox	Vis terrasse bois inox QS – La référence pour les assemblages extérieurs durables Cette vis à filetage partiel, fabriquée en acier inoxydable de haute qualité, garantit une tenue optimale et une résistance aux intempéries. Elle est spécialement conçue pour les montages bois-bois en extérieur, même en zones constamment exposées à l’humidité. ✔ Empreinte Torx 25 Pour une transmission optimale du couple de serrage ✔ Pointe anti-fendage type 17 Amorce immédiate sans éclatement du bois, permettant une pose rapide et précise ✔ Filets fraiseurs haute performance Fixation nette, sans jeu, avec une meilleure pénétration dans le bois et une finition parfaitement intégrée. ✔ Filetage partiel Assure un serrage optimal entre lame et lambourde pour une fixation ferme et durable. ✔ Acier inoxydable • Excellente résistance à la corrosion • Idéal pour environnements extérieurs humides • Longévité renforcée de la structure Domaines d’utilisation • Fixation de lames de terrasse en bois résineux sur lambourdes en bois résineux • Pose d’ouvrages extérieurs soumis aux intempéries : terrasses, platelages, aménagements de jardin… La vis inox VTI indispensables pour une terrasse stable, élégante et construite pour durer.	https://www.vis-a-bois.com/produit/kit00927	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d8d458e4-d135-4e5c-aa4d-6f8929a10c7c-Vis-QS.JPG	in_stock	126.00 EUR		Vis-à-Bois		KIT00927	new	1732	Gros volume	TRUE
KIT00928	1000 QS 5,0x70 inox	Vis terrasse bois inox QS – La référence pour les assemblages extérieurs durables Cette vis à filetage partiel, fabriquée en acier inoxydable de haute qualité, garantit une tenue optimale et une résistance aux intempéries. Elle est spécialement conçue pour les montages bois-bois en extérieur, même en zones constamment exposées à l’humidité. ✔ Empreinte Torx 25 Pour une transmission optimale du couple de serrage ✔ Pointe anti-fendage type 17 Amorce immédiate sans éclatement du bois, permettant une pose rapide et précise ✔ Filets fraiseurs haute performance Fixation nette, sans jeu, avec une meilleure pénétration dans le bois et une finition parfaitement intégrée. ✔ Filetage partiel Assure un serrage optimal entre lame et lambourde pour une fixation ferme et durable. ✔ Acier inoxydable • Excellente résistance à la corrosion • Idéal pour environnements extérieurs humides • Longévité renforcée de la structure Domaines d’utilisation • Fixation de lames de terrasse en bois résineux sur lambourdes en bois résineux • Pose d’ouvrages extérieurs soumis aux intempéries : terrasses, platelages, aménagements de jardin… La vis inox VTI indispensables pour une terrasse stable, élégante et construite pour durer.	https://www.vis-a-bois.com/produit/kit00928	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d8d458e4-d135-4e5c-aa4d-6f8929a10c7c-Vis-QS.JPG	in_stock	126.00 EUR		Vis-à-Bois		KIT00928	new	1732	Gros volume	TRUE
KIT00926	1200 QS 5,0x50 inox	Vis terrasse bois inox QS – La référence pour les assemblages extérieurs durables Cette vis à filetage partiel, fabriquée en acier inoxydable de haute qualité, garantit une tenue optimale et une résistance aux intempéries. Elle est spécialement conçue pour les montages bois-bois en extérieur, même en zones constamment exposées à l’humidité. ✔ Empreinte Torx 25 Pour une transmission optimale du couple de serrage ✔ Pointe anti-fendage type 17 Amorce immédiate sans éclatement du bois, permettant une pose rapide et précise ✔ Filets fraiseurs haute performance Fixation nette, sans jeu, avec une meilleure pénétration dans le bois et une finition parfaitement intégrée. ✔ Filetage partiel Assure un serrage optimal entre lame et lambourde pour une fixation ferme et durable. ✔ Acier inoxydable • Excellente résistance à la corrosion • Idéal pour environnements extérieurs humides • Longévité renforcée de la structure Domaines d’utilisation • Fixation de lames de terrasse en bois résineux sur lambourdes en bois résineux • Pose d’ouvrages extérieurs soumis aux intempéries : terrasses, platelages, aménagements de jardin… La vis inox VTI indispensables pour une terrasse stable, élégante et construite pour durer.	https://www.vis-a-bois.com/produit/kit00926	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d8d458e4-d135-4e5c-aa4d-6f8929a10c7c-Vis-QS.JPG	in_stock	126.00 EUR		Vis-à-Bois		KIT00926	new	1732	Gros volume	TRUE
KIT00925	1400 QS 5,0x40 inox	Vis terrasse bois inox QS – La référence pour les assemblages extérieurs durables Cette vis à filetage partiel, fabriquée en acier inoxydable de haute qualité, garantit une tenue optimale et une résistance aux intempéries. Elle est spécialement conçue pour les montages bois-bois en extérieur, même en zones constamment exposées à l’humidité. ✔ Empreinte Torx 25 Pour une transmission optimale du couple de serrage ✔ Pointe anti-fendage type 17 Amorce immédiate sans éclatement du bois, permettant une pose rapide et précise ✔ Filets fraiseurs haute performance Fixation nette, sans jeu, avec une meilleure pénétration dans le bois et une finition parfaitement intégrée. ✔ Filetage partiel Assure un serrage optimal entre lame et lambourde pour une fixation ferme et durable. ✔ Acier inoxydable • Excellente résistance à la corrosion • Idéal pour environnements extérieurs humides • Longévité renforcée de la structure Domaines d’utilisation • Fixation de lames de terrasse en bois résineux sur lambourdes en bois résineux • Pose d’ouvrages extérieurs soumis aux intempéries : terrasses, platelages, aménagements de jardin… La vis inox VTI indispensables pour une terrasse stable, élégante et construite pour durer.	https://www.vis-a-bois.com/produit/kit00925	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d8d458e4-d135-4e5c-aa4d-6f8929a10c7c-Vis-QS.JPG	in_stock	126.00 EUR		Vis-à-Bois		KIT00925	new	1732	Gros volume	TRUE
KIT00920	150 VBHT 8,0 x 160 + 2 embTX40	Vis Tirefond VBHT – Tête Hexagonale Zinguée – TX40 | Fixation Bois & Acier-Bois La vis tirefond VBHT est conçue pour offrir une fixation solide, durable et ultra-performante dans tous les assemblages bois et acier-bois. Grâce à sa tête hexagonale et son filetage de haute précision, elle assure un serrage puissant et un vissage rapide sans pré-perçage, même dans les bois durs. Sa pointe de fraisage et son double filet permettent une pénétration fluide, réduisant l’effort lors du vissage. Le revêtement de cire appliqué en fabrication garantit un couple réduit, une pose plus rapide et un confort d’utilisation optimal. Idéale pour les charpentes, ossatures bois, la vis VBHT est la solution parfaite pour un assemblage professionnel et durable. • Tête hexagonale pour un serrage optimal avec empreinte Torx • Double filet pour un vissage rapide • Pointe de fraisage = pénétration facile • Revêtement de cire = effort réduit • Idéale pour assemblages bois et acier-bois • Convient pour charpente, ossature, terrasse, menuiserie, construction bois • Diamètre : 8 mm • Longueur : 40 à 300 mm • Matière : Acier au carbone zingué • Empreinte : TX40 • Supports : Bois	https://www.vis-a-bois.com/produit/kit00920	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d509aa7b-7716-430c-be73-e8610c5669d5-Vis-VBHT.jpg	in_stock	126.00 EUR		Vis-à-Bois		KIT00920	new	1732	Gros volume	TRUE
KIT00921	150 VBHT 8,0 x 180 + 1 emb TX40	Vis Tirefond VBHT – Tête Hexagonale Zinguée – TX40 | Fixation Bois & Acier-Bois La vis tirefond VBHT est conçue pour offrir une fixation solide, durable et ultra-performante dans tous les assemblages bois et acier-bois. Grâce à sa tête hexagonale et son filetage de haute précision, elle assure un serrage puissant et un vissage rapide sans pré-perçage, même dans les bois durs. Sa pointe de fraisage et son double filet permettent une pénétration fluide, réduisant l’effort lors du vissage. Le revêtement de cire appliqué en fabrication garantit un couple réduit, une pose plus rapide et un confort d’utilisation optimal. Idéale pour les charpentes, ossatures bois, la vis VBHT est la solution parfaite pour un assemblage professionnel et durable. • Tête hexagonale pour un serrage optimal avec empreinte Torx • Double filet pour un vissage rapide • Pointe de fraisage = pénétration facile • Revêtement de cire = effort réduit • Idéale pour assemblages bois et acier-bois • Convient pour charpente, ossature, terrasse, menuiserie, construction bois • Diamètre : 8 mm • Longueur : 40 à 300 mm • Matière : Acier au carbone zingué • Empreinte : TX40 • Supports : Bois	https://www.vis-a-bois.com/produit/kit00921	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/d509aa7b-7716-430c-be73-e8610c5669d5-Vis-VBHT.jpg	in_stock	126.00 EUR		Vis-à-Bois		KIT00921	new	1732	Gros volume	TRUE
KIT00813	2.000 VBF 4,5x70 + 10 emb TX20	Vis VBF pour bois – Acier carbone galvanisé bleu | Haute résistance & vissage facile La vis VBF en acier au carbone galvanisé est spécialement conçue pour les travaux de construction en bois. Elle offre un vissage rapide, propre et sans effort, grâce à sa pointe spécifique et à ses nervures de fraisage qui réduisent le couple et limitent le risque de fissuration du bois. Avantages de la vis Tête fraisée 90° avec nervures de fraisage pour un vissage affleurant et professionnel • Pointe spéciale pour bois, garantissant une pénétration rapide et précise • Empreinte TX antidérapante, évite le ripage et améliore le confort de vissage • Filetage partiel flottant, réduisant fortement l’effort lors de l’assemblage • Adaptée aux classes d’utilisation 1 et 2 (norme DIN EN 1995 – Eurocode 5) • Excellente résistance mécanique pour structures, charpentes et menuiseries • Certification ATE : qualité et performance garanties Pourquoi choisir nos vis VBF ? Fiables, durables et faciles à utiliser, les vis VBF sont idéales pour tous les projets de charpente, ossature bois, menuiserie ou assemblages exigeant solidité et précision.	https://www.vis-a-bois.com/produit/kit00813	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/5ce2f507-012e-4782-afaa-0574de4aac54-VBF.jpg	in_stock	126.00 EUR		Vis-à-Bois		KIT00813	new	1732	Gros volume	TRUE
KIT00818	2.000 VBF 5,0x60 + 10 emb TX25	Vis VBF pour bois – Acier carbone galvanisé bleu | Haute résistance & vissage facile La vis VBF en acier au carbone galvanisé est spécialement conçue pour les travaux de construction en bois. Elle offre un vissage rapide, propre et sans effort, grâce à sa pointe spécifique et à ses nervures de fraisage qui réduisent le couple et limitent le risque de fissuration du bois. Avantages de la vis Tête fraisée 90° avec nervures de fraisage pour un vissage affleurant et professionnel • Pointe spéciale pour bois, garantissant une pénétration rapide et précise • Empreinte TX antidérapante, évite le ripage et améliore le confort de vissage • Filetage partiel flottant, réduisant fortement l’effort lors de l’assemblage • Adaptée aux classes d’utilisation 1 et 2 (norme DIN EN 1995 – Eurocode 5) • Excellente résistance mécanique pour structures, charpentes et menuiseries • Certification ATE : qualité et performance garanties Pourquoi choisir nos vis VBF ? Fiables, durables et faciles à utiliser, les vis VBF sont idéales pour tous les projets de charpente, ossature bois, menuiserie ou assemblages exigeant solidité et précision.	https://www.vis-a-bois.com/produit/kit00818	https://lqsbsinycyewdvdtbruy.supabase.co/storage/v1/object/public/product-images/a007ec39-a846-4b4f-833b-a00de9bec2c6/5ce2f507-012e-4782-afaa-0574de4aac54-VBF.jpg	in_stock	126.00 EUR		Vis-à-Bois		KIT00818	new	1732	Gros volume	TRUE
